2631,22,0.00028871,9.77798,12
3276,23,0.00035111,10.5983,15
145,17,1.6051e-05,9.9878,13
2720,25,0.0002916,11.7814,17
165,16,1.861e-05,7.13781,10
1734,22,0.000196391,9.24546,12
1741,22,0.00020807,10.4373,14
439,21,5.2531e-05,10.75,11
464,17,5.595e-05,7.57995,7
611,21,7.291e-05,11.5015,13
724,23,8.597e-05,11.7241,15
1659,23,0.000196791,10.9094,11
372,19,4.036e-05,9.07508,13
1420,22,0.00015311,9.65937,14
465,19,5.0791e-05,8.21231,13
2130,22,0.00023046,9.63501,10
794,20,8.55e-05,9.22923,10
71,21,7.57e-06,12.973,19
456,22,4.8481e-05,11.5486,18
368,22,3.945e-05,10.9112,16
27,16,3.13e-06,9.63636,14
76,16,8.18e-06,8.56349,10
2805,25,0.000301231,11.1287,15
805,22,8.732e-05,10.212,14
1666,23,0.0001797,10.2856,13
2470,25,0.000268541,10.3454,15
1294,21,0.00013944,9.68414,15
100,13,1.145e-05,6.92818,7
1609,23,0.000172411,11.262,13
225,24,2.345e-05,14.0028,16
1820,24,0.00019171,11.523,14
129,16,1.367e-05,9.48165,12
37,18,4.15e-06,10.2459,16
1500,23,0.00015965,10.93,13
4075,26,0.000429281,11.366,14
5873,27,0.000630192,12.1135,17
487,22,5.184e-05,11.7152,14
5296,26,0.000568212,11.0962,14
2349,22,0.0002527,9.77091,12
5296,25,0.000708372,10.8577,13
125,14,1.43e-05,7.92166,8
3436,25,0.000368771,11.4462,19
1193,21,0.0001311,9.67131,11
9239,26,0.000999693,10.2447,16
2256,24,0.00024446,10.4347,14
626,24,6.622e-05,13.1572,20
92,18,9.89e-06,10.1184,14
1145,23,0.00012294,11.0429,15
1201,21,0.00013677,10.7251,11
5557,28,0.000598352,12.4014,16
730,20,7.963e-05,9.97202,12
9355,27,0.00101431,10.6355,15
661,19,7.258e-05,8.78661,11
2195,26,0.000235811,12.0918,16
257,18,2.88e-05,9.30626,12
2440,24,0.000266161,10.669,16
339,18,3.755e-05,8.48448,8
2316,24,0.00025011,10.8761,12
272,23,2.837e-05,13.2102,17
3401,24,0.000367001,10.8299,16
9544,27,0.00103673,11.5019,19
8845,25,0.000949463,9.66959,13
360,21,3.877e-05,10.3719,15
103,22,1.083e-05,13.3988,18
11359,28,0.00120948,11.5511,14
406,20,4.423e-05,9.68685,16
8302,27,0.00111789,11.2258,17
6762,27,0.000741602,11.8587,15
2421,25,0.000262081,11.361,19
3944,24,0.000422041,9.62369,10
899,24,9.588e-05,11.5169,16
868,22,9.294e-05,10.5045,16
14476,27,0.00156197,10.9029,15
3141,26,0.00033235,11.7239,18
8979,25,0.000976973,9.91499,11
1631,26,0.00017074,11.6023,20
413,20,4.3781e-05,9.50659,14
8936,26,0.000957322,10.443,16
166,16,1.844e-05,8.81034,10
7986,27,0.000864872,11.3541,17
490,19,5.3461e-05,8.29141,11
324,25,3.385e-05,14.1706,21
56,15,6.31e-06,8.01087,11
83,17,9.11e-06,9.75362,13
186,15,2.032e-05,7.25786,7
2713,25,0.000291381,11.4755,17
206,17,2.254e-05,9.26062,11
5691,27,0.000603021,11.7959,17
1408,20,0.000152781,8.11849,8
573,20,6.182e-05,9.43302,12
2764,27,0.000295391,11.3301,21
2791,26,0.00030015,10.9761,18
2006,22,0.000310021,9.71594,12
1238,22,0.000133311,10.9632,14
1016,22,0.00010969,10.9764,12
244,19,2.635e-05,9.9358,17
722,20,8.702e-05,9.39641,8
2213,21,0.000241641,8.09127,9
2265,24,0.000244211,11.2776,14
3613,25,0.000393981,10.6761,13
Total time taken for all instances: 0.0266968 seconds.
