70436,22,0.0255427,0,12
98412,23,0.030021,0,15
11718,17,0.00291348,0,13
134664,25,0.0443415,0,17
5209,16,0.00127403,0,10
59830,22,0.0153482,0,12
71614,22,0.0201276,0,14
42704,21,0.0109539,0,11
10486,17,0.00270665,0,7
55230,21,0.0144366,0,13
86288,23,0.0221951,0,15
87902,23,0.0285143,0,11
24271,19,0.00661594,0,13
67445,22,0.0187259,0,14
21294,19,0.00560026,0,13
67976,22,0.0181756,0,10
30932,20,0.00831631,0,10
51926,21,0.0132791,0,19
74010,22,0.0199233,0,18
57200,22,0.014352,0,16
6175,16,0.00150085,0,14
4890,16,0.00114583,0,10
128087,25,0.0316986,0,15
59140,22,0.0145606,0,14
86044,23,0.0224211,0,13
124428,25,0.0307905,0,15
55828,21,0.0146775,0,15
1904,13,0.000458171,0,7
89286,23,0.0224363,0,13
96167,24,0.0241866,0,16
108997,24,0.0323874,0,14
6800,16,0.00197729,0,12
12237,18,0.00322646,0,16
91221,23,0.0248952,0,13
146642,26,0.0429494,0,14
166169,27,0.0571114,0,17
61999,22,0.0251562,0,14
149038,26,0.037939,0,14
66394,22,0.0185368,0,12
134964,25,0.032789,0,13
3528,14,0.000877507,0,8
141058,25,0.0339173,0,19
51334,21,0.0132549,0,11
147235,26,0.0352092,0,16
96629,24,0.0270277,0,14
117820,24,0.0295743,0,20
12721,18,0.00318025,0,14
82402,23,0.0207774,0,15
55950,21,0.0147001,0,11
170358,28,0.05303,0,16
41346,20,0.0110338,0,12
163708,27,0.0451668,0,15
25948,19,0.00679941,0,11
146431,26,0.037296,0,16
16644,18,0.00454549,0,12
113398,24,0.0287657,0,16
12763,18,0.00322855,0,8
102477,24,0.026387,0,12
91593,23,0.0235199,0,17
116022,24,0.029321,0,16
170975,27,0.0464627,0,19
132375,25,0.0332724,0,13
43631,21,0.0110811,0,15
61343,22,0.0158633,0,18
173107,28,0.0480636,0,14
37323,20,0.0101189,0,16
166627,27,0.0463577,0,17
165544,27,0.0460656,0,15
136365,25,0.0341109,0,19
101428,24,0.0257215,0,10
99337,24,0.0251676,0,16
69657,22,0.0205236,0,16
169153,27,0.0479312,0,15
146614,26,0.0365757,0,18
136769,25,0.0337101,0,11
144168,26,0.0336544,0,20
32178,20,0.00875815,0,14
149505,26,0.035479,0,16
6810,16,0.00179123,0,10
165286,27,0.0423135,0,17
20088,19,0.00495893,0,11
134133,25,0.0313419,0,21
3471,15,0.000826787,0,11
9452,17,0.00233862,0,13
4001,15,0.00096324,0,7
134421,25,0.0311167,0,17
10951,17,0.00269135,0,11
165164,27,0.0408946,0,17
32194,20,0.00842708,0,8
37083,20,0.00932367,0,12
163614,27,0.0412927,0,21
145000,26,0.0359199,0,18
68791,22,0.0174878,0,12
69185,22,0.0186347,0,14
66051,22,0.0177475,0,12
25603,19,0.00659494,0,17
30499,20,0.00832749,0,8
45472,21,0.0114974,0,9
106698,24,0.0270859,0,14
130566,25,0.030701,0,13
