2631,22,0.000341391,9.77798,12
3276,23,0.000434894,10.5983,15
145,17,1.9377e-05,9.9878,13
2720,25,0.000344512,11.7814,17
165,16,2.2523e-05,7.13781,10
1734,22,0.000220804,9.24546,12
1741,22,0.000219001,10.4373,14
439,21,5.57e-05,10.75,11
464,17,5.9343e-05,7.57995,7
611,21,7.7584e-05,11.5015,13
724,23,9.1632e-05,11.7241,15
1659,23,0.000209476,10.9094,11
372,19,4.7888e-05,9.07508,13
1420,22,0.000181291,9.65937,14
465,19,6.0072e-05,8.21231,13
2130,22,0.000269673,9.63501,10
794,20,0.000101306,9.22923,10
71,21,9.087e-06,12.973,19
456,22,5.7611e-05,11.5486,18
368,22,4.6581e-05,10.9112,16
27,16,3.865e-06,9.63636,14
76,16,9.699e-06,8.56349,10
2805,25,0.000352695,11.1287,15
805,22,0.000103588,10.212,14
1666,23,0.000221239,10.2856,13
2470,25,0.000363424,10.3454,15
1294,21,0.000284023,9.68414,15
100,13,1.2994e-05,6.92818,7
1609,23,0.000238179,11.262,13
225,24,2.6321e-05,14.0028,16
1820,24,0.000245611,11.523,14
129,16,1.5418e-05,9.48165,12
37,18,4.679e-06,10.2459,16
1500,23,0.000209992,10.93,13
4075,26,0.000506798,11.366,14
5873,27,0.000715896,12.1135,17
487,22,5.7648e-05,11.7152,14
5296,26,0.000658078,11.0962,14
2349,22,0.000310848,9.77091,12
5296,25,0.000729888,10.8577,13
125,14,1.5566e-05,7.92166,8
3436,25,0.000428726,11.4462,19
1193,21,0.000164092,9.67131,11
9239,26,0.00141586,10.2447,16
2256,24,0.000359546,10.4347,14
626,24,9.4654e-05,13.1572,20
92,18,1.1465e-05,10.1184,14
1145,23,0.000247531,11.0429,15
1201,21,0.000245232,10.7251,11
5557,28,0.000884678,12.4014,16
730,20,0.000202641,9.97202,12
9355,27,0.0012376,10.6355,15
661,19,0.000113046,8.78661,11
2195,26,0.000304199,12.0918,16
257,18,3.1094e-05,9.30626,12
2440,24,0.000323529,10.669,16
339,18,4.1253e-05,8.48448,8
2316,24,0.000340841,10.8761,12
272,23,3.1197e-05,13.2102,17
3401,24,0.000536782,10.8299,16
9544,27,0.00151711,11.5019,19
8845,25,0.00110315,9.66959,13
360,21,4.2715e-05,10.3719,15
103,22,1.2058e-05,13.3988,18
11359,28,0.00139737,11.5511,14
406,20,6.6525e-05,9.68685,16
8302,27,0.00106642,11.2258,17
6762,27,0.000823551,11.8587,15
2421,25,0.000465925,11.361,19
3944,24,0.000704022,9.62369,10
899,24,0.000210553,11.5169,16
868,22,0.000179319,10.5045,16
14476,27,0.00221477,10.9029,15
3141,26,0.00039908,11.7239,18
8979,25,0.00109629,9.91499,11
1631,26,0.000221327,11.6023,20
413,20,4.8655e-05,9.50659,14
8936,26,0.00116604,10.443,16
166,16,2.0475e-05,8.81034,10
7986,27,0.000966269,11.3541,17
490,19,5.8408e-05,8.29141,11
324,25,3.7206e-05,14.1706,21
56,15,2.6377e-05,8.01087,11
83,17,1.0386e-05,9.75362,13
186,15,3.5989e-05,7.25786,7
2713,25,0.000349508,11.4755,17
206,17,4.4726e-05,9.26062,11
5691,27,0.000708793,11.7959,17
1408,20,0.000203949,8.11849,8
573,20,6.8327e-05,9.43302,12
2764,27,0.000350266,11.3301,21
2791,26,0.000371123,10.9761,18
2006,22,0.000270069,9.71594,12
1238,22,0.000167375,10.9632,14
1016,22,0.000199412,10.9764,12
244,19,2.9301e-05,9.9358,17
722,20,0.000164088,9.39641,8
2213,21,0.000301614,8.09127,9
2265,24,0.000304143,11.2776,14
3613,25,0.000461529,10.6761,13
